location,location_name,date,value
CY,Cyprus,2021-06-30,0
CZ,Czechia,2021-06-30,5
DK,Denmark,2021-06-30,0
EE,Estonia,2021-06-30,0
FI,Finland,2021-06-30,0
FR,France,2021-06-30,23
DE,Germany,2021-06-30,62
GR,Greece,2021-06-30,11
HU,Hungary,2021-06-30,1
IS,Iceland,2021-06-30,0
IE,Ireland,2021-06-30,9
IT,Italy,2021-06-30,24
LV,Latvia,2021-06-30,5
LI,Liechtenstein,2021-06-30,0
LT,Lithuania,2021-06-30,2
LU,Luxembourg,2021-06-30,0
MT,Malta,2021-06-30,0
NL,Netherlands,2021-06-30,0
NO,Norway,2021-06-30,2
PL,Poland,2021-06-30,16
PT,Portugal,2021-06-30,4
RO,Romania,2021-06-30,181
SK,Slovakia,2021-06-30,0
SI,Slovenia,2021-06-30,0
ES,Spain,2021-06-30,46
SE,Sweden,2021-06-30,3
CH,Switzerland,2021-06-30,-2
GB,United Kingdom,2021-06-30,14
AT,Austria,2021-07-01,4
BE,Belgium,2021-07-01,7
BG,Bulgaria,2021-07-01,6
HR,Croatia,2021-07-01,3
CY,Cyprus,2021-07-01,0
CZ,Czechia,2021-07-01,1
DK,Denmark,2021-07-01,1
EE,Estonia,2021-07-01,0
FI,Finland,2021-07-01,4
FR,France,2021-07-01,29
DE,Germany,2021-07-01,69
GR,Greece,2021-07-01,4
HU,Hungary,2021-07-01,0
IS,Iceland,2021-07-01,0
IE,Ireland,2021-07-01,2
IT,Italy,2021-07-01,21
LV,Latvia,2021-07-01,7
LI,Liechtenstein,2021-07-01,0
LT,Lithuania,2021-07-01,1
LU,Luxembourg,2021-07-01,0
MT,Malta,2021-07-01,0
NL,Netherlands,2021-07-01,3
NO,Norway,2021-07-01,0
PL,Poland,2021-07-01,23
PT,Portugal,2021-07-01,5
RO,Romania,2021-07-01,75
SK,Slovakia,2021-07-01,1
SI,Slovenia,2021-07-01,0
ES,Spain,2021-07-01,8
SE,Sweden,2021-07-01,1
CH,Switzerland,2021-07-01,0
GB,United Kingdom,2021-07-01,22
AT,Austria,2021-07-02,3
BE,Belgium,2021-07-02,5
BG,Bulgaria,2021-07-02,16
HR,Croatia,2021-07-02,3
CY,Cyprus,2021-07-02,0
CZ,Czechia,2021-07-02,4
DK,Denmark,2021-07-02,1
EE,Estonia,2021-07-02,0
FI,Finland,2021-07-02,0
FR,France,2021-07-02,23
DE,Germany,2021-07-02,18
GR,Greece,2021-07-02,12
HU,Hungary,2021-07-02,0
IS,Iceland,2021-07-02,0
IE,Ireland,2021-07-02,0
IT,Italy,2021-07-02,28
LV,Latvia,2021-07-02,6
LI,Liechtenstein,2021-07-02,0
LT,Lithuania,2021-07-02,3
LU,Luxembourg,2021-07-02,0
MT,Malta,2021-07-02,0
NL,Netherlands,2021-07-02,7
NO,Norway,2021-07-02,0
PL,Poland,2021-07-02,21
PT,Portugal,2021-07-02,7
RO,Romania,2021-07-02,37
SK,Slovakia,2021-07-02,0
SI,Slovenia,2021-07-02,0
ES,Spain,2021-07-02,28
SE,Sweden,2021-07-02,1
CH,Switzerland,2021-07-02,0
GB,United Kingdom,2021-07-02,27
AT,Austria,2021-07-03,0
BE,Belgium,2021-07-03,0
BG,Bulgaria,2021-07-03,1
HR,Croatia,2021-07-03,3
CY,Cyprus,2021-07-03,0
CZ,Czechia,2021-07-03,2
DK,Denmark,2021-07-03,1
EE,Estonia,2021-07-03,0
FI,Finland,2021-07-03,0
FR,France,2021-07-03,17
DE,Germany,2021-07-03,8
GR,Greece,2021-07-03,9
HU,Hungary,2021-07-03,0
IS,Iceland,2021-07-03,0
IE,Ireland,2021-07-03,0
IT,Italy,2021-07-03,22
LV,Latvia,2021-07-03,0
LI,Liechtenstein,2021-07-03,0
LT,Lithuania,2021-07-03,2
LU,Luxembourg,2021-07-03,0
MT,Malta,2021-07-03,0
NL,Netherlands,2021-07-03,1
NO,Norway,2021-07-03,0
PL,Poland,2021-07-03,18
PT,Portugal,2021-07-03,4
RO,Romania,2021-07-03,27
SK,Slovakia,2021-07-03,2
SI,Slovenia,2021-07-03,0
ES,Spain,2021-07-03,0
SE,Sweden,2021-07-03,0
CH,Switzerland,2021-07-03,0
GB,United Kingdom,2021-07-03,18
AT,Austria,2021-07-04,0
BE,Belgium,2021-07-04,0
BG,Bulgaria,2021-07-04,0
HR,Croatia,2021-07-04,3
CY,Cyprus,2021-07-04,0
CZ,Czechia,2021-07-04,0
DK,Denmark,2021-07-04,0
EE,Estonia,2021-07-04,0
FI,Finland,2021-07-04,0
FR,France,2021-07-04,9
DE,Germany,2021-07-04,-1
GR,Greece,2021-07-04,6
HU,Hungary,2021-07-04,0
IS,Iceland,2021-07-04,0
IE,Ireland,2021-07-04,0
IT,Italy,2021-07-04,12
LV,Latvia,2021-07-04,2
LI,Liechtenstein,2021-07-04,0
LT,Lithuania,2021-07-04,1
LU,Luxembourg,2021-07-04,0
MT,Malta,2021-07-04,0
NL,Netherlands,2021-07-04,0
NO,Norway,2021-07-04,0
PL,Poland,2021-07-04,1
PT,Portugal,2021-07-04,0
RO,Romania,2021-07-04,3
SK,Slovakia,2021-07-04,0
SI,Slovenia,2021-07-04,0
ES,Spain,2021-07-04,0
SE,Sweden,2021-07-04,0
CH,Switzerland,2021-07-04,1
GB,United Kingdom,2021-07-04,15
AT,Austria,2021-07-05,4
BE,Belgium,2021-07-05,5
BG,Bulgaria,2021-07-05,41
HR,Croatia,2021-07-05,1
CY,Cyprus,2021-07-05,5
CZ,Czechia,2021-07-05,1
DK,Denmark,2021-07-05,0
EE,Estonia,2021-07-05,1
FI,Finland,2021-07-05,0
FR,France,2021-07-05,31
DE,Germany,2021-07-05,29
GR,Greece,2021-07-05,6
HU,Hungary,2021-07-05,4
IS,Iceland,2021-07-05,0
IE,Ireland,2021-07-05,0
IT,Italy,2021-07-05,31
LV,Latvia,2021-07-05,0
LI,Liechtenstein,2021-07-05,0
LT,Lithuania,2021-07-05,1
LU,Luxembourg,2021-07-05,0
MT,Malta,2021-07-05,0
NL,Netherlands,2021-07-05,1
NO,Norway,2021-07-05,0
PL,Poland,2021-07-05,1
PT,Portugal,2021-07-05,5
RO,Romania,2021-07-05,45
SK,Slovakia,2021-07-05,0
SI,Slovenia,2021-07-05,1
ES,Spain,2021-07-05,23
SE,Sweden,2021-07-05,0
CH,Switzerland,2021-07-05,0
GB,United Kingdom,2021-07-05,9
AT,Austria,2021-07-06,5
BE,Belgium,2021-07-06,4
BG,Bulgaria,2021-07-06,2
HR,Croatia,2021-07-06,2
CY,Cyprus,2021-07-06,1
CZ,Czechia,2021-07-06,1
DK,Denmark,2021-07-06,1
EE,Estonia,2021-07-06,0
FI,Finland,2021-07-06,0
FR,France,2021-07-06,27
DE,Germany,2021-07-06,50
GR,Greece,2021-07-06,11
HU,Hungary,2021-07-06,2
IS,Iceland,2021-07-06,0
IE,Ireland,2021-07-06,0
IT,Italy,2021-07-06,24
LV,Latvia,2021-07-06,3
LI,Liechtenstein,2021-07-06,0
LT,Lithuania,2021-07-06,4
LU,Luxembourg,2021-07-06,0
MT,Malta,2021-07-06,0
NL,Netherlands,2021-07-06,1
NO,Norway,2021-07-06,0
PL,Poland,2021-07-06,10
PT,Portugal,2021-07-06,1
RO,Romania,2021-07-06,48
SK,Slovakia,2021-07-06,1
SI,Slovenia,2021-07-06,1
ES,Spain,2021-07-06,18
SE,Sweden,2021-07-06,2
CH,Switzerland,2021-07-06,0
GB,United Kingdom,2021-07-06,37
AT,Austria,2021-07-07,1
BE,Belgium,2021-07-07,2
BG,Bulgaria,2021-07-07,2
HR,Croatia,2021-07-07,3
CY,Cyprus,2021-07-07,0
CZ,Czechia,2021-07-07,-1
DK,Denmark,2021-07-07,0
EE,Estonia,2021-07-07,0
FI,Finland,2021-07-07,3
FR,France,2021-07-07,22
DE,Germany,2021-07-07,30
GR,Greece,2021-07-07,9
HU,Hungary,2021-07-07,1
IS,Iceland,2021-07-07,0
IE,Ireland,2021-07-07,6
IT,Italy,2021-07-07,14
LV,Latvia,2021-07-07,3
LI,Liechtenstein,2021-07-07,0
LT,Lithuania,2021-07-07,0
LU,Luxembourg,2021-07-07,1
MT,Malta,2021-07-07,0
NL,Netherlands,2021-07-07,2
NO,Norway,2021-07-07,2
PL,Poland,2021-07-07,19
PT,Portugal,2021-07-07,8
RO,Romania,2021-07-07,77
SK,Slovakia,2021-07-07,2
SI,Slovenia,2021-07-07,1
ES,Spain,2021-07-07,17
SE,Sweden,2021-07-07,6
CH,Switzerland,2021-07-07,0
GB,United Kingdom,2021-07-07,33
AT,Austria,2021-07-08,2
BE,Belgium,2021-07-08,0
BG,Bulgaria,2021-07-08,5
HR,Croatia,2021-07-08,2
CY,Cyprus,2021-07-08,0
CZ,Czechia,2021-07-08,20
DK,Denmark,2021-07-08,0
EE,Estonia,2021-07-08,0
FI,Finland,2021-07-08,0
FR,France,2021-07-08,25
DE,Germany,2021-07-08,49
GR,Greece,2021-07-08,10
HU,Hungary,2021-07-08,5
IS,Iceland,2021-07-08,0
IE,Ireland,2021-07-08,0
IT,Italy,2021-07-08,13
LV,Latvia,2021-07-08,1
LI,Liechtenstein,2021-07-08,0
LT,Lithuania,2021-07-08,1
LU,Luxembourg,2021-07-08,0
MT,Malta,2021-07-08,0
NL,Netherlands,2021-07-08,2
NO,Norway,2021-07-08,0
PL,Poland,2021-07-08,21
PT,Portugal,2021-07-08,9
RO,Romania,2021-07-08,70
SK,Slovakia,2021-07-08,0
SI,Slovenia,2021-07-08,1
ES,Spain,2021-07-08,28
SE,Sweden,2021-07-08,3
CH,Switzerland,2021-07-08,0
GB,United Kingdom,2021-07-08,35
AT,Austria,2021-07-09,1
BE,Belgium,2021-07-09,2
BG,Bulgaria,2021-07-09,4
HR,Croatia,2021-07-09,0
CY,Cyprus,2021-07-09,0
CZ,Czechia,2021-07-09,0
DK,Denmark,2021-07-09,0
EE,Estonia,2021-07-09,0
FI,Finland,2021-07-09,0
FR,France,2021-07-09,16
DE,Germany,2021-07-09,35
GR,Greece,2021-07-09,12
HU,Hungary,2021-07-09,0
IS,Iceland,2021-07-09,0
IE,Ireland,2021-07-09,0
IT,Italy,2021-07-09,25
LV,Latvia,2021-07-09,1
LI,Liechtenstein,2021-07-09,0
LT,Lithuania,2021-07-09,0
LU,Luxembourg,2021-07-09,0
MT,Malta,2021-07-09,0
NL,Netherlands,2021-07-09,2
NO,Norway,2021-07-09,0
PL,Poland,2021-07-09,17
PT,Portugal,2021-07-09,7
RO,Romania,2021-07-09,29
SK,Slovakia,2021-07-09,1
SI,Slovenia,2021-07-09,0
ES,Spain,2021-07-09,6
SE,Sweden,2021-07-09,1
CH,Switzerland,2021-07-09,0
GB,United Kingdom,2021-07-09,29
AT,Austria,2021-07-10,1
BE,Belgium,2021-07-10,0
BG,Bulgaria,2021-07-10,2
HR,Croatia,2021-07-10,1
CY,Cyprus,2021-07-10,0
CZ,Czechia,2021-07-10,0
DK,Denmark,2021-07-10,1
EE,Estonia,2021-07-10,0
FI,Finland,2021-07-10,0
FR,France,2021-07-10,19
DE,Germany,2021-07-10,7
GR,Greece,2021-07-10,2
HU,Hungary,2021-07-10,0
IS,Iceland,2021-07-10,0
IE,Ireland,2021-07-10,0
IT,Italy,2021-07-10,12
LV,Latvia,2021-07-10,0
LI,Liechtenstein,2021-07-10,0
LT,Lithuania,2021-07-10,2
LU,Luxembourg,2021-07-10,0
MT,Malta,2021-07-10,0
NL,Netherlands,2021-07-10,1
NO,Norway,2021-07-10,0
PL,Poland,2021-07-10,7
PT,Portugal,2021-07-10,6
RO,Romania,2021-07-10,19
SK,Slovakia,2021-07-10,2
SI,Slovenia,2021-07-10,0
ES,Spain,2021-07-10,0
SE,Sweden,2021-07-10,0
CH,Switzerland,2021-07-10,0
GB,United Kingdom,2021-07-10,34
AT,Austria,2021-07-11,0
BE,Belgium,2021-07-11,0
BG,Bulgaria,2021-07-11,0
HR,Croatia,2021-07-11,0
CY,Cyprus,2021-07-11,0
CZ,Czechia,2021-07-11,0
DK,Denmark,2021-07-11,0
EE,Estonia,2021-07-11,0
FI,Finland,2021-07-11,0
FR,France,2021-07-11,4
DE,Germany,2021-07-11,2
GR,Greece,2021-07-11,5
HU,Hungary,2021-07-11,0
IS,Iceland,2021-07-11,0
IE,Ireland,2021-07-11,0
IT,Italy,2021-07-11,7
LV,Latvia,2021-07-11,0
LI,Liechtenstein,2021-07-11,0
LT,Lithuania,2021-07-11,0
LU,Luxembourg,2021-07-11,0
MT,Malta,2021-07-11,0
NL,Netherlands,2021-07-11,0
NO,Norway,2021-07-11,0
PL,Poland,2021-07-11,1
PT,Portugal,2021-07-11,8
RO,Romania,2021-07-11,1
SK,Slovakia,2021-07-11,0
SI,Slovenia,2021-07-11,0
ES,Spain,2021-07-11,0
SE,Sweden,2021-07-11,0
CH,Switzerland,2021-07-11,2
GB,United Kingdom,2021-07-11,26
AT,Austria,2021-07-12,0
BE,Belgium,2021-07-12,7
BG,Bulgaria,2021-07-12,4
HR,Croatia,2021-07-12,2
CY,Cyprus,2021-07-12,0
CZ,Czechia,2021-07-12,0
DK,Denmark,2021-07-12,0
EE,Estonia,2021-07-12,0
FI,Finland,2021-07-12,0
FR,France,2021-07-12,23
DE,Germany,2021-07-12,27
GR,Greece,2021-07-12,10
HU,Hungary,2021-07-12,3
IS,Iceland,2021-07-12,0
IE,Ireland,2021-07-12,0
IT,Italy,2021-07-12,13
LV,Latvia,2021-07-12,0
LI,Liechtenstein,2021-07-12,0
LT,Lithuania,2021-07-12,2
LU,Luxembourg,2021-07-12,0
MT,Malta,2021-07-12,0
NL,Netherlands,2021-07-12,1
NO,Norway,2021-07-12,0
PL,Poland,2021-07-12,0
PT,Portugal,2021-07-12,8
RO,Romania,2021-07-12,2
SK,Slovakia,2021-07-12,2
SI,Slovenia,2021-07-12,2
ES,Spain,2021-07-12,17
SE,Sweden,2021-07-12,0
CH,Switzerland,2021-07-12,0
GB,United Kingdom,2021-07-12,6
AT,Austria,2021-07-13,1
BE,Belgium,2021-07-13,2
BG,Bulgaria,2021-07-13,10
HR,Croatia,2021-07-13,2
CY,Cyprus,2021-07-13,0
CZ,Czechia,2021-07-13,2
DK,Denmark,2021-07-13,0
EE,Estonia,2021-07-13,0
FI,Finland,2021-07-13,0
FR,France,2021-07-13,50
DE,Germany,2021-07-13,27
GR,Greece,2021-07-13,4
HU,Hungary,2021-07-13,3
IS,Iceland,2021-07-13,0
IE,Ireland,2021-07-13,0
IT,Italy,2021-07-13,20
LV,Latvia,2021-07-13,2
LI,Liechtenstein,2021-07-13,0
LT,Lithuania,2021-07-13,1
LU,Luxembourg,2021-07-13,0
MT,Malta,2021-07-13,0
NL,Netherlands,2021-07-13,3
NO,Norway,2021-07-13,0
PL,Poland,2021-07-13,13
PT,Portugal,2021-07-13,9
RO,Romania,2021-07-13,14
SK,Slovakia,2021-07-13,1
SI,Slovenia,2021-07-13,0
ES,Spain,2021-07-13,13
SE,Sweden,2021-07-13,2
CH,Switzerland,2021-07-13,1
GB,United Kingdom,2021-07-13,50
AT,Austria,2021-07-14,2
BE,Belgium,2021-07-14,0
BG,Bulgaria,2021-07-14,4
HR,Croatia,2021-07-14,2
CY,Cyprus,2021-07-14,2
CZ,Czechia,2021-07-14,2
DK,Denmark,2021-07-14,0
EE,Estonia,2021-07-14,0
FI,Finland,2021-07-14,2
FR,France,2021-07-14,-6
DE,Germany,2021-07-14,31
GR,Greece,2021-07-14,7
HU,Hungary,2021-07-14,3
IS,Iceland,2021-07-14,0
IE,Ireland,2021-07-14,12
IT,Italy,2021-07-14,23
LV,Latvia,2021-07-14,2
LI,Liechtenstein,2021-07-14,0
LT,Lithuania,2021-07-14,1
LU,Luxembourg,2021-07-14,0
MT,Malta,2021-07-14,0
NL,Netherlands,2021-07-14,1
NO,Norway,2021-07-14,0
PL,Poland,2021-07-14,6
PT,Portugal,2021-07-14,9
RO,Romania,2021-07-14,9
SK,Slovakia,2021-07-14,1
SI,Slovenia,2021-07-14,0
ES,Spain,2021-07-14,10
SE,Sweden,2021-07-14,-3
CH,Switzerland,2021-07-14,0
GB,United Kingdom,2021-07-14,49
AT,Austria,2021-07-15,1
BE,Belgium,2021-07-15,1
BG,Bulgaria,2021-07-15,5
HR,Croatia,2021-07-15,0
CY,Cyprus,2021-07-15,1
CZ,Czechia,2021-07-15,0
DK,Denmark,2021-07-15,1
EE,Estonia,2021-07-15,1
FI,Finland,2021-07-15,0
FR,France,2021-07-15,14
DE,Germany,2021-07-15,20
GR,Greece,2021-07-15,6
HU,Hungary,2021-07-15,0
IS,Iceland,2021-07-15,0
IE,Ireland,2021-07-15,0
IT,Italy,2021-07-15,9
LV,Latvia,2021-07-15,2
LI,Liechtenstein,2021-07-15,0
LT,Lithuania,2021-07-15,2
LU,Luxembourg,2021-07-15,0
MT,Malta,2021-07-15,0
NL,Netherlands,2021-07-15,3
NO,Norway,2021-07-15,0
PL,Poland,2021-07-15,12
PT,Portugal,2021-07-15,5
RO,Romania,2021-07-15,3
SK,Slovakia,2021-07-15,1
SI,Slovenia,2021-07-15,0
ES,Spain,2021-07-15,41
SE,Sweden,2021-07-15,1
CH,Switzerland,2021-07-15,0
GB,United Kingdom,2021-07-15,63
AT,Austria,2021-07-16,1
BE,Belgium,2021-07-16,1
BG,Bulgaria,2021-07-16,6
HR,Croatia,2021-07-16,1
CY,Cyprus,2021-07-16,0
CZ,Czechia,2021-07-16,0
DK,Denmark,2021-07-16,1
EE,Estonia,2021-07-16,0
FI,Finland,2021-07-16,0
FR,France,2021-07-16,22
DE,Germany,2021-07-16,21
GR,Greece,2021-07-16,14
HU,Hungary,2021-07-16,2
IS,Iceland,2021-07-16,0
IE,Ireland,2021-07-16,0
IT,Italy,2021-07-16,11
LV,Latvia,2021-07-16,0
LI,Liechtenstein,2021-07-16,0
LT,Lithuania,2021-07-16,0
LU,Luxembourg,2021-07-16,1
MT,Malta,2021-07-16,0
NL,Netherlands,2021-07-16,2
NO,Norway,2021-07-16,0
PL,Poland,2021-07-16,14
PT,Portugal,2021-07-16,7
RO,Romania,2021-07-16,5
SK,Slovakia,2021-07-16,0
SI,Slovenia,2021-07-16,0
ES,Spain,2021-07-16,12
SE,Sweden,2021-07-16,3
CH,Switzerland,2021-07-16,0
GB,United Kingdom,2021-07-16,49
AT,Austria,2021-07-17,0
BE,Belgium,2021-07-17,0
BG,Bulgaria,2021-07-17,0
HR,Croatia,2021-07-17,2
CY,Cyprus,2021-07-17,1
CZ,Czechia,2021-07-17,1
DK,Denmark,2021-07-17,1
EE,Estonia,2021-07-17,0
FI,Finland,2021-07-17,1
FR,France,2021-07-17,16
DE,Germany,2021-07-17,2
GR,Greece,2021-07-17,7
HU,Hungary,2021-07-17,0
IS,Iceland,2021-07-17,0
IE,Ireland,2021-07-17,0
IT,Italy,2021-07-17,13
LV,Latvia,2021-07-17,1
LI,Liechtenstein,2021-07-17,0
LT,Lithuania,2021-07-17,0
LU,Luxembourg,2021-07-17,0
MT,Malta,2021-07-17,0
NL,Netherlands,2021-07-17,0
NO,Norway,2021-07-17,0
PL,Poland,2021-07-17,7
PT,Portugal,2021-07-17,5
RO,Romania,2021-07-17,2
SK,Slovakia,2021-07-17,0
SI,Slovenia,2021-07-17,0
ES,Spain,2021-07-17,0
SE,Sweden,2021-07-17,0
CH,Switzerland,2021-07-17,1
GB,United Kingdom,2021-07-17,41
AT,Austria,2021-07-18,1
BE,Belgium,2021-07-18,0
BG,Bulgaria,2021-07-18,5
HR,Croatia,2021-07-18,2
CY,Cyprus,2021-07-18,0
CZ,Czechia,2021-07-18,2
DK,Denmark,2021-07-18,0
EE,Estonia,2021-07-18,0
FI,Finland,2021-07-18,0
FR,France,2021-07-18,5
DE,Germany,2021-07-18,1
GR,Greece,2021-07-18,10
HU,Hungary,2021-07-18,0
IS,Iceland,2021-07-18,0
IE,Ireland,2021-07-18,0
IT,Italy,2021-07-18,3
LV,Latvia,2021-07-18,0
LI,Liechtenstein,2021-07-18,0
LT,Lithuania,2021-07-18,0
LU,Luxembourg,2021-07-18,0
MT,Malta,2021-07-18,0
NL,Netherlands,2021-07-18,1
NO,Norway,2021-07-18,0
PL,Poland,2021-07-18,3
PT,Portugal,2021-07-18,8
RO,Romania,2021-07-18,1
SK,Slovakia,2021-07-18,0
SI,Slovenia,2021-07-18,0
ES,Spain,2021-07-18,0
SE,Sweden,2021-07-18,0
CH,Switzerland,2021-07-18,0
GB,United Kingdom,2021-07-18,25
AT,Austria,2021-07-19,0
BE,Belgium,2021-07-19,4
BG,Bulgaria,2021-07-19,3
HR,Croatia,2021-07-19,2
CY,Cyprus,2021-07-19,1
CZ,Czechia,2021-07-19,0
DK,Denmark,2021-07-19,0
EE,Estonia,2021-07-19,0
FI,Finland,2021-07-19,0
FR,France,2021-07-19,12
DE,Germany,2021-07-19,34
GR,Greece,2021-07-19,8
HU,Hungary,2021-07-19,2
IS,Iceland,2021-07-19,0
IE,Ireland,2021-07-19,0
IT,Italy,2021-07-19,7
LV,Latvia,2021-07-19,1
LI,Liechtenstein,2021-07-19,0
LT,Lithuania,2021-07-19,0
LU,Luxembourg,2021-07-19,1
MT,Malta,2021-07-19,0
NL,Netherlands,2021-07-19,2
NO,Norway,2021-07-19,0
PL,Poland,2021-07-19,0
PT,Portugal,2021-07-19,8
RO,Romania,2021-07-19,1
SK,Slovakia,2021-07-19,3
SI,Slovenia,2021-07-19,0
ES,Spain,2021-07-19,23
SE,Sweden,2021-07-19,0
CH,Switzerland,2021-07-19,0
GB,United Kingdom,2021-07-19,19
AT,Austria,2021-07-20,0
BE,Belgium,2021-07-20,0
BG,Bulgaria,2021-07-20,7
HR,Croatia,2021-07-20,3
CY,Cyprus,2021-07-20,5
CZ,Czechia,2021-07-20,3
DK,Denmark,2021-07-20,0
EE,Estonia,2021-07-20,0
FI,Finland,2021-07-20,-1
FR,France,2021-07-20,29
DE,Germany,2021-07-20,19
GR,Greece,2021-07-20,9
HU,Hungary,2021-07-20,2
IS,Iceland,2021-07-20,0
IE,Ireland,2021-07-20,0
IT,Italy,2021-07-20,10
LV,Latvia,2021-07-20,4
LI,Liechtenstein,2021-07-20,0
LT,Lithuania,2021-07-20,0
LU,Luxembourg,2021-07-20,0
MT,Malta,2021-07-20,0
NL,Netherlands,2021-07-20,5
NO,Norway,2021-07-20,0
PL,Poland,2021-07-20,4
PT,Portugal,2021-07-20,4
RO,Romania,2021-07-20,4
SK,Slovakia,2021-07-20,4
SI,Slovenia,2021-07-20,0
ES,Spain,2021-07-20,29
SE,Sweden,2021-07-20,4
CH,Switzerland,2021-07-20,0
GB,United Kingdom,2021-07-20,96
AT,Austria,2021-07-21,0
BE,Belgium,2021-07-21,0
BG,Bulgaria,2021-07-21,3
HR,Croatia,2021-07-21,1
CY,Cyprus,2021-07-21,1
CZ,Czechia,2021-07-21,1
DK,Denmark,2021-07-21,0
EE,Estonia,2021-07-21,0
FI,Finland,2021-07-21,0
FR,France,2021-07-21,10
DE,Germany,2021-07-21,43
GR,Greece,2021-07-21,3
HU,Hungary,2021-07-21,0
IS,Iceland,2021-07-21,0
IE,Ireland,2021-07-21,8
IT,Italy,2021-07-21,21
LV,Latvia,2021-07-21,2
LI,Liechtenstein,2021-07-21,0
LT,Lithuania,2021-07-21,1
LU,Luxembourg,2021-07-21,0
MT,Malta,2021-07-21,0
NL,Netherlands,2021-07-21,3
NO,Norway,2021-07-21,3
PL,Poland,2021-07-21,3
PT,Portugal,2021-07-21,13
RO,Romania,2021-07-21,2
SK,Slovakia,2021-07-21,3
SI,Slovenia,2021-07-21,0
ES,Spain,2021-07-21,18
SE,Sweden,2021-07-21,1
CH,Switzerland,2021-07-21,2
GB,United Kingdom,2021-07-21,73
AT,Austria,2021-07-22,1
BE,Belgium,2021-07-22,4
BG,Bulgaria,2021-07-22,2
HR,Croatia,2021-07-22,1
CY,Cyprus,2021-07-22,3
CZ,Czechia,2021-07-22,5
DK,Denmark,2021-07-22,0
EE,Estonia,2021-07-22,0
FI,Finland,2021-07-22,2
FR,France,2021-07-22,11
DE,Germany,2021-07-22,39
GR,Greece,2021-07-22,5
HU,Hungary,2021-07-22,1
IS,Iceland,2021-07-22,0
IE,Ireland,2021-07-22,0
IT,Italy,2021-07-22,15
LV,Latvia,2021-07-22,0
LI,Liechtenstein,2021-07-22,0
LT,Lithuania,2021-07-22,3
LU,Luxembourg,2021-07-22,0
MT,Malta,2021-07-22,0
NL,Netherlands,2021-07-22,3
NO,Norway,2021-07-22,0
PL,Poland,2021-07-22,9
PT,Portugal,2021-07-22,16
RO,Romania,2021-07-22,4
SK,Slovakia,2021-07-22,0
SI,Slovenia,2021-07-22,1
ES,Spain,2021-07-22,28
SE,Sweden,2021-07-22,0
CH,Switzerland,2021-07-22,0
GB,United Kingdom,2021-07-22,84
AT,Austria,2021-07-23,0
BE,Belgium,2021-07-23,0
BG,Bulgaria,2021-07-23,4
HR,Croatia,2021-07-23,0
CY,Cyprus,2021-07-23,4
CZ,Czechia,2021-07-23,0
DK,Denmark,2021-07-23,0
EE,Estonia,2021-07-23,0
FI,Finland,2021-07-23,-1
FR,France,2021-07-23,36
DE,Germany,2021-07-23,9
GR,Greece,2021-07-23,7
HU,Hungary,2021-07-23,0
IS,Iceland,2021-07-23,0
IE,Ireland,2021-07-23,0
IT,Italy,2021-07-23,17
LV,Latvia,2021-07-23,0
LI,Liechtenstein,2021-07-23,0
LT,Lithuania,2021-07-23,1
LU,Luxembourg,2021-07-23,0
MT,Malta,2021-07-23,0
NL,Netherlands,2021-07-23,3
NO,Norway,2021-07-23,0
PL,Poland,2021-07-23,4
PT,Portugal,2021-07-23,16
RO,Romania,2021-07-23,2
SK,Slovakia,2021-07-23,0
SI,Slovenia,2021-07-23,0
ES,Spain,2021-07-23,27
SE,Sweden,2021-07-23,0
CH,Switzerland,2021-07-23,0
GB,United Kingdom,2021-07-23,64
AT,Austria,2021-07-24,1
BE,Belgium,2021-07-24,3
BG,Bulgaria,2021-07-24,0
HR,Croatia,2021-07-24,0
CY,Cyprus,2021-07-24,0
CZ,Czechia,2021-07-24,10
DK,Denmark,2021-07-24,0
EE,Estonia,2021-07-24,0
FI,Finland,2021-07-24,1
FR,France,2021-07-24,22
DE,Germany,2021-07-24,17
GR,Greece,2021-07-24,8
HU,Hungary,2021-07-24,0
IS,Iceland,2021-07-24,0
IE,Ireland,2021-07-24,0
IT,Italy,2021-07-24,5
LV,Latvia,2021-07-24,0
LI,Liechtenstein,2021-07-24,0
LT,Lithuania,2021-07-24,1
LU,Luxembourg,2021-07-24,0
MT,Malta,2021-07-24,1
NL,Netherlands,2021-07-24,4
NO,Norway,2021-07-24,0
PL,Poland,2021-07-24,6
PT,Portugal,2021-07-24,20
RO,Romania,2021-07-24,1
SK,Slovakia,2021-07-24,0
SI,Slovenia,2021-07-24,1
ES,Spain,2021-07-24,0
SE,Sweden,2021-07-24,0
CH,Switzerland,2021-07-24,1
GB,United Kingdom,2021-07-24,86
AT,Austria,2021-07-25,0
BE,Belgium,2021-07-25,0
BG,Bulgaria,2021-07-25,1
HR,Croatia,2021-07-25,0
CY,Cyprus,2021-07-25,1
CZ,Czechia,2021-07-25,0
DK,Denmark,2021-07-25,0
EE,Estonia,2021-07-25,0
FI,Finland,2021-07-25,0
FR,France,2021-07-25,6
DE,Germany,2021-07-25,3
GR,Greece,2021-07-25,8
HU,Hungary,2021-07-25,0
IS,Iceland,2021-07-25,0
IE,Ireland,2021-07-25,0
IT,Italy,2021-07-25,7
LV,Latvia,2021-07-25,0
LI,Liechtenstein,2021-07-25,0
LT,Lithuania,2021-07-25,0
LU,Luxembourg,2021-07-25,0
MT,Malta,2021-07-25,0
NL,Netherlands,2021-07-25,4
